id,level,category,subcategory,stem,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,answerIndex,explanation,difficulty,image,importedAt
q0580,1,Fixed Income,Yield Measures,"A bond has annual coupon rate 7.00% on par 1,000 and is priced at 1080. Its current yield is closest to:",6.48%,6.98%,5.98%,7.00%,7.00%,0,A,Current yield = annual coupon / current price.,2,,2026-01-20T07:12:33.527Z
q0865,1,Economics,LM7: Capital Flows and the FX Market,Une appréciation de la devise domestique tend (toutes choses égales) à :,ne pas affecter les flux commerciaux.,augmenter automatiquement le solde commercial.,rendre les exportations moins chères.,rendre les exportations plus chères et les importations moins chères.,rendre les exportations plus chères et les importations moins chères.,3,D,,1,,2026-01-19T23:10:28.953Z
q0489,1,Financial Reporting & Analysis,Ratios,A firm reports current assets of 1100 and current liabilities of 260. Its current ratio is closest to:,4.23,4.63,3.83,3.23,3.23,0,A,Current ratio = Current assets / Current liabilities.,2,,2026-01-20T07:12:33.525Z
q0695,1,Economics,LM6: International Trade,Pays A peut produire 3 vin ou 14 tissu par jour. Pays B peut produire 6 vin ou 8 tissu. Le pays avec avantage comparatif en vin est :,Les deux pays ont le même avantage comparatif en vin.,Impossible à déterminer sans le prix mondial.,Le pays B.,Le pays qui a la productivité la plus élevée en vin.,Le pays qui a la productivité la plus élevée en vin.,2,C,,5,,2026-01-19T23:10:30.150Z
q0841,1,Economics,LM7: Capital Flows and the FX Market,"Dans le marché FX, les « sell-side » sont le plus souvent :",des entreprises non financières qui paient des salaires.,de grandes banques qui cotent des prix et font le market making.,des autorités fiscales.,des ménages touristes uniquement.,des ménages touristes uniquement.,1,B,,1,,2026-01-19T23:10:28.952Z
q0199,1,Derivatives,Arbitrage,"If an arbitrage opportunity exists, traders acting on it will MOST likely:",Eliminate it by trading until prices realign,Make it permanent,Increase transaction costs to infinity,Guarantee future arbitrage profits,Guarantee future arbitrage profits,0,A,Arbitrage trades push prices toward no-arbitrage relationships.,2,,2026-01-20T07:12:33.518Z
q0147,1,Economics,Currency Exchange Rates,"If the domestic currency depreciates, domestic goods become ____ for foreign buyers and imports become ____ for domestic consumers.",Cheaper; more expensive,More expensive; cheaper,Cheaper; cheaper,More expensive; more expensive,More expensive; more expensive,0,A,Depreciation lowers foreign-currency prices of exports and raises domestic-currency prices of imports.,2,,2026-01-20T07:12:33.516Z
q0314,1,Corporate Finance,Capital Budgeting,"A project requires an initial outlay of 1400 and is expected to generate 400 per year for 3 years. If the discount rate is 8.00%, the NPV is closest to:",-369,-269,-469,369,369,0,A,NPV = −Outlay + Σ CF_t/(1+r)^t.,4,,2026-01-20T07:12:33.521Z
q0868,1,Economics,LM7: Capital Flows and the FX Market,Le bid-ask spread correspond à :,le coût fixe d’un exportateur.,le différentiel d’inflation.,l’écart entre le prix d’achat (bid) et de vente (ask/offer).,la différence entre PIB nominal et réel.,la différence entre PIB nominal et réel.,2,C,,2,,2026-01-19T23:10:28.953Z
q0341,1,Equity Investments,CAPM and Beta,"If Rf=2.00% and E(Rm)=8.00%, a stock with β=1.5 has CAPM expected return closest to:",11.00%,8.00%,8.00%,12.00%,12.00%,0,A,CAPM: E(Ri)=Rf+βi(E(Rm)−Rf).,3,q0341_q0341.png,2026-01-20T07:12:33.521Z
q0953,1,Economics,LM8: Exchange Rate Calculations,Pourquoi les opportunités d’arbitrage de cross-rates sont-elles rares ?,Car les devises ne peuvent pas être inversées.,Car les cross-rates sont interdits.,Les marchés FX liquides ajustent rapidement les prix (efficience + coûts).,Car les taux spot sont fixés par la loi partout.,Car les taux spot sont fixés par la loi partout.,2,C,,1,,2026-01-19T23:10:28.956Z
q0166,1,Corporate Finance,Leverage,Financial leverage MOST directly increases the volatility of:,Return on equity,Revenue,Operating profit margin,Sales volume,Sales volume,0,A,Using debt amplifies the effect of earnings changes on equity returns.,2,,2026-01-20T07:12:33.517Z
q0187,1,Fixed Income,Duration,Modified duration is BEST interpreted as the approximate:,Percentage price change for a 1% change in yield,Dollar price change for a 1% change in yield,Yield change for a 1% price change,Coupon change required to keep price constant,Coupon change required to keep price constant,0,A,Modified duration approximates %ΔPrice ≈ −ModDur×ΔYield.,3,,2026-01-20T07:12:33.517Z
q0212,1,Ethics,Standards of Professional Conduct,A member uses a ‘guaranteed return’ statement in marketing materials for a risky strategy. This is MOST likely a violation of:,Misrepresentation,Suitability,Prudence,Confidentiality,Confidentiality,0,A,Guaranteeing returns for a risky strategy is misleading and misrepresents the nature of the investment.,3,,2026-01-20T07:12:33.518Z
q0302,1,Financial Reporting & Analysis,Income Taxes,A deferred tax liability (DTL) is MOST likely to arise when:,Tax depreciation exceeds accounting depreciation in early years,Accounting depreciation exceeds tax depreciation in early years,Permanent differences reduce taxable income,Taxable income is always equal to pretax income,Taxable income is always equal to pretax income,0,A,"Accelerated tax depreciation lowers taxes early, creating taxes payable later (DTL).",4,,2026-01-20T07:12:33.520Z
q0935,1,Economics,LM8: Exchange Rate Calculations,"À convention f/d, si rd augmente (tout le reste constant), la formule CIP suggère que Ff/d :",devient égal à 1.,baisse (car F = S*(1+rf)/(1+rd)).,reste inchangé toujours.,augmente mécaniquement.,augmente mécaniquement.,1,B,,4,,2026-01-19T23:10:28.955Z
q0300,1,Financial Reporting & Analysis,Income Taxes,A deferred tax liability (DTL) is MOST likely to arise when:,Tax depreciation exceeds accounting depreciation in early years,Accounting depreciation exceeds tax depreciation in early years,Permanent differences reduce taxable income,Taxable income is always equal to pretax income,Taxable income is always equal to pretax income,0,A,"Accelerated tax depreciation lowers taxes early, creating taxes payable later (DTL).",4,,2026-01-20T07:12:33.520Z
q0692,1,Economics,LM6: International Trade,Les gagnants probables d’un tarif sont souvent :,les consommateurs domestiques.,les producteurs domestiques du secteur protégé (à court terme).,les importateurs (sans changement).,les contribuables (sans coût).,les contribuables (sans coût).,1,B,,2,,2026-01-19T23:10:30.150Z
q0703,1,Economics,LM6: International Trade,Un accord de libre-échange (FTA) implique généralement :,tarif extérieur commun obligatoire.,monnaie unique obligatoire.,"suppression des barrières entre membres, mais politique extérieure propre à chacun.",interdiction des IDE.,interdiction des IDE.,2,C,,2,,2026-01-19T23:10:30.150Z
q0914,1,Economics,LM8: Exchange Rate Calculations,Un swap FX (dans l’esprit de swap financing) combine le plus souvent :,un achat d’actions et une taxe.,deux transactions spot dans le même sens.,une subvention à l’export et un quota.,une transaction spot et une transaction forward opposée.,une transaction spot et une transaction forward opposée.,3,D,,3,,2026-01-19T23:10:28.955Z
q0973,1,Economics,LM8: Exchange Rate Calculations,Pourquoi les opportunités d’arbitrage de cross-rates sont-elles rares ?,Car les devises ne peuvent pas être inversées.,Car les taux spot sont fixés par la loi partout.,Les marchés FX liquides ajustent rapidement les prix (efficience + coûts).,Car les cross-rates sont interdits.,Car les cross-rates sont interdits.,2,C,,1,,2026-01-19T23:10:28.957Z
q0810,1,Economics,LM7: Capital Flows and the FX Market,Une cotation est dite « indirecte » du point de vue domestique quand :,elle est toujours exprimée en pourcentage.,la devise domestique est au numérateur.,la devise domestique est la devise de base (au dénominateur).,elle ne peut pas être inversée.,elle ne peut pas être inversée.,2,C,,3,,2026-01-19T23:10:28.950Z
q0755,1,Economics,LM7: Capital Flows and the FX Market,Une appréciation de la devise domestique tend (toutes choses égales) à :,rendre les exportations plus chères et les importations moins chères.,ne pas affecter les flux commerciaux.,rendre les exportations moins chères.,augmenter automatiquement le solde commercial.,augmenter automatiquement le solde commercial.,0,A,,2,,2026-01-19T23:10:30.152Z
q0612,1,Economics,LM5: Introduction to Geopolitics,La « soft power » renvoie surtout à :,les réserves obligatoires des banques.,la capacité militaire brute uniquement.,la taille du PIB nominal exclusivement.,"l’influence via culture, normes, institutions et attractivité.","l’influence via culture, normes, institutions et attractivité.",3,D,,2,,2026-01-19T23:10:30.147Z
q0789,1,Economics,LM7: Capital Flows and the FX Market,Une intervention de la banque centrale sur le FX market vise souvent à :,définir la productivité du travail.,fixer le budget public.,contrôler les prix de toutes les actions.,influencer le taux de change (niveau/volatilité) via achats/ventes de devises.,influencer le taux de change (niveau/volatilité) via achats/ventes de devises.,3,D,,1,,2026-01-19T23:10:30.154Z
q0498,1,Financial Reporting & Analysis,Ratios,"A firm has current assets 1300, inventory 250, and current liabilities 500. The quick ratio is closest to:",2.1,2.4,1.8,2.6,2.6,0,A,Quick ratio = (Current assets − Inventory)/Current liabilities.,3,,2026-01-20T07:12:33.525Z
q0847,1,Economics,LM7: Capital Flows and the FX Market,Les contrôles de capitaux (capital restrictions) visent le plus souvent à :,remplacer la fiscalité.,supprimer tout risque de crédit bancaire.,augmenter automatiquement le commerce de services.,limiter certains flux transfrontaliers pour stabiliser la balance ou le change.,limiter certains flux transfrontaliers pour stabiliser la balance ou le change.,3,D,,3,,2026-01-19T23:10:28.952Z
q0906,1,Economics,LM8: Exchange Rate Calculations,On a CAD/USD = 1.3765 et USD/EUR = 1.1961. Le cross-rate CAD/EUR (approx.) vaut :,1.6135,1.6793,1.6464,1.1509,1.1509,2,C,,3,,2026-01-19T23:10:28.954Z
q0993,1,Economics,LM8: Exchange Rate Calculations,Pourquoi les opportunités d’arbitrage de cross-rates sont-elles rares ?,Les marchés FX liquides ajustent rapidement les prix (efficience + coûts).,Car les devises ne peuvent pas être inversées.,Car les taux spot sont fixés par la loi partout.,Car les cross-rates sont interdits.,Car les cross-rates sont interdits.,0,A,,2,,2026-01-19T23:10:28.957Z
q0211,1,Ethics,Standards of Professional Conduct,An analyst’s compensation is tied to trading volume generated by their research. This arrangement MOST directly threatens:,Independence and objectivity,Duties to employer,Market manipulation,Record retention,Record retention,0,A,Incentives tied to brokerage can bias recommendations and impair objectivity.,3,,2026-01-20T07:12:33.518Z
q0402,1,Portfolio Management & Wealth Planning,Risk Measures,Expected shortfall (conditional VaR) is BEST described as the:,Average loss given that losses exceed VaR,Loss threshold not exceeded with a given confidence,Maximum possible loss,Median loss,Median loss,0,A,Expected shortfall averages tail losses beyond VaR.,4,,2026-01-20T07:12:33.523Z
q0970,1,Economics,LM8: Exchange Rate Calculations,"Si le forward Ff/d est supérieur au spot Sf/d (même convention), on dit que :",il n’existe aucune interprétation possible.,la devise étrangère est à forward premium (ou la domestique à forward discount).,le marché est forcément en arbitrage permanent.,la devise étrangère est à forward discount (toujours).,la devise étrangère est à forward discount (toujours).,1,B,,4,,2026-01-19T23:10:28.957Z
q0640,1,Economics,LM6: International Trade,Quel bloc correspond à une union douanière (customs union) ?,Accords bilatéraux sans règles communes.,Libre-échange interne + tarif extérieur commun.,Tarifs internes maintenus + aucune coordination extérieure.,Monnaie unique sans libre circulation des biens.,Monnaie unique sans libre circulation des biens.,1,B,,3,,2026-01-19T23:10:30.148Z
q0435,1,Quantitative Methods,Time Value of Money,"What is the present value of an ordinary annuity paying 300 per year for 8 years, discounted at 6.00%?","1,862.94","1,676.64","2,049.23","2,400.00","2,400.00",0,A,PV of ordinary annuity = PMT × [1 − (1+r)^(−n)]/r.,4,q0435_q0435.png,2026-01-20T07:12:33.524Z
q0520,1,Corporate Finance,Capital Budgeting,"A project requires an initial outlay of 1200 and generates 350 per year for 4 years. Using discount rate 10.00%, the NPV is closest to:",-91,29,-211,91,91,0,A,NPV = −Outlay + Σ CF_t/(1+r)^t.,4,,2026-01-20T07:12:33.526Z
q0386,1,Alternative Investments,Real Estate,"A property has net operating income (NOI) of 120,000 and market value of 2,000,000. The capitalization rate is closest to:",6.00%,7.00%,5.00%,6.67%,6.67%,0,A,Cap rate = NOI / Property value.,2,,2026-01-20T07:12:33.522Z
q0742,1,Economics,LM6: International Trade,Les gagnants probables d’un tarif sont souvent :,les importateurs (sans changement).,les contribuables (sans coût).,les producteurs domestiques du secteur protégé (à court terme).,les consommateurs domestiques.,les consommateurs domestiques.,2,C,,2,,2026-01-19T23:10:30.152Z
